"Fact nr","Credit nota nr","Client-Auto-ID","Accountnaam","Factuurstraat","Factuurpostcode","Factuurplaats","Factuurland","BTW","Factuur datum","Vervaldag","Uw ref.","Offerteregelitem: totaalprijs","Verzending en afhandeling","Payment Terms","6% BTW.","21% BTW"
"172290","","0173","Orthopedie Protechnik SA","Boulevard Initialis 6","7000","Mons","Belgium","BE0463549340","16/08/2017","31/08/2017","cde 11/08","102,22","0,00","15","6,78",""
"172290","","0173","Orthopedie Protechnik SA","Boulevard Initialis 6","7000","Mons","Belgium","BE0463549340","16/08/2017","31/08/2017","cde 11/08","10,80","0,00","15","6,78",""
"172291","","5654","Aide a l'autonomie","25 route de Pontoise","95100","ARGENTEUIL","France","FR40510097660","16/08/2017","31/08/2017","20170565-LETT700- 1X","77,48","0,00","15","0,00",""
"172292","","2026","Cecile Bruynoghe","63 rue de la Longue Haie","1000","Bruxelles","Belgium","Particulier","21/08/2017","5/09/2017","cde 16/08","27,36","4,72","15","1,92",""
"172293","","6438","Theelen Mieke","Stationsstraat 30 bus 1","3680","Maaseik","Belgium","Particulier","18/08/2017","2/09/2017","best 17/08 - dopmoer","7,55","4,72","15","0,74",""
"172294","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","18/08/2017","17/10/2017","4500781049-Gallargues","1740,15","0,00","60","0,00",""
"172294","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","18/08/2017","17/10/2017","4500781049-Gallargues","2438,39","0,00","60","0,00",""
"172294","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","18/08/2017","17/10/2017","4500781049-Gallargues","0,00","0,00","60","0,00",""
"172294","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","18/08/2017","17/10/2017","4500781049-Gallargues","336,31","0,00","60","0,00",""
"172294","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","18/08/2017","17/10/2017","4500781049-Gallargues","6960,58","0,00","60","0,00",""
"172294","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","18/08/2017","17/10/2017","4500781049-Gallargues","666,90","0,00","60","0,00",""
"172295","","3411","Prevenchute","1 Clos des vignes","60580","Coye La Foret","France","FR60514376854","18/08/2017","2/09/2017","cde 10/08-Peyrat","10,83","0,00","15","0,00",""
"172295","","3411","Prevenchute","1 Clos des vignes","60580","Coye La Foret","France","FR60514376854","18/08/2017","2/09/2017","cde 10/08-Peyrat","10,00","0,00","15","0,00",""
"172296","","3411","Prevenchute","1 Clos des vignes","60580","Coye La Foret","France","FR60514376854","18/08/2017","2/09/2017","7270998-Greverie","133,38","0,00","15","0,00",""
"172296","","3411","Prevenchute","1 Clos des vignes","60580","Coye La Foret","France","FR60514376854","18/08/2017","2/09/2017","7270998-Greverie","10,00","0,00","15","0,00",""
"172297","","5526","Mediance Medical","121 Av de la Division Leclerc","92290","Chatenay Malabry","France","FR96794256883","18/08/2017","2/09/2017","2096","545,49","0,00","15","0,00",""
"172297","","5526","Mediance Medical","121 Av de la Division Leclerc","92290","Chatenay Malabry","France","FR96794256883","18/08/2017","2/09/2017","2096","16,53","0,00","15","0,00",""
"172298","","1696","Tousergo - Self Confort","7 Avenue Jean Perrin
Zac Ravennes les Francs","59910","Bondues","France","FR25504712894","18/08/2017","2/09/2017","9754-Facture 142980-Meneroux","375,70","0,00","15","0,00",""
"172298","","1696","Tousergo - Self Confort","7 Avenue Jean Perrin
Zac Ravennes les Francs","59910","Bondues","France","FR25504712894","18/08/2017","2/09/2017","9754-Facture 142980-Meneroux","10,00","0,00","15","0,00",""
"172299","","1696","Tousergo - Self Confort","7 Avenue Jean Perrin
Zac Ravennes les Francs","59910","Bondues","France","FR25504712894","18/08/2017","2/09/2017","9754-CARBON","375,70","10,00","15","0,00",""
"172300","","1157","Module Sante","Avenue E.Mascaux 541","6001","Marcinelle","Belgium","BE0452580224","18/08/2017","2/09/2017","cde 11/08","140,40","0,00","15","8,42",""
"172301","","0070","Thuiszorgwinkel hq Brussel Halle Vilvoorde","Wilgenlaan 1","1861","Meise","Belgium","BE0410149454","18/08/2017","2/09/2017","best 03/08-TZW Liedekerke","194,59","0,00","15","35,03",""
"172301","","0070","Thuiszorgwinkel hq Brussel Halle Vilvoorde","Wilgenlaan 1","1861","Meise","Belgium","BE0410149454","18/08/2017","2/09/2017","best 03/08-TZW Liedekerke","389,18","0,00","15","35,03",""
"172302","","1047","Schaeps Orthopedie","Turnhoutsebaan 92-94","2100","Deurne","Belgium","BE0431432145","18/08/2017","2/09/2017","best 31/07","701,80","0,00","15","84,22",""
"172302","","1047","Schaeps Orthopedie","Turnhoutsebaan 92-94","2100","Deurne","Belgium","BE0431432145","18/08/2017","2/09/2017","best 31/07","350,90","0,00","15","84,22",""
"172302","","1047","Schaeps Orthopedie","Turnhoutsebaan 92-94","2100","Deurne","Belgium","BE0431432145","18/08/2017","2/09/2017","best 31/07","350,90","0,00","15","84,22",""
"172303","","2189","Thuiszorgwinkel hq Zorg en Farma","Ellermanstraat 74","2060","Antwerpen","Belgium","BE0400789251","18/08/2017","2/09/2017","best 11/08-TZW Wijnegem","242,78","0,00","15","14,57",""
"172304","","2189","Thuiszorgwinkel hq Zorg en Farma","Ellermanstraat 74","2060","Antwerpen","Belgium","BE0400789251","18/08/2017","2/09/2017","best 11/08-TZW Wijnegem","17,69","0,00","15","13,80",""
"172304","","2189","Thuiszorgwinkel hq Zorg en Farma","Ellermanstraat 74","2060","Antwerpen","Belgium","BE0400789251","18/08/2017","2/09/2017","best 11/08-TZW Wijnegem","17,69","0,00","15","13,80",""
"172304","","2189","Thuiszorgwinkel hq Zorg en Farma","Ellermanstraat 74","2060","Antwerpen","Belgium","BE0400789251","18/08/2017","2/09/2017","best 11/08-TZW Wijnegem","194,59","0,00","15","13,80",""
"172305","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","210287-Van den Heuvel","10,00","0,00","15","0,00",""
"172305","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","210287-Van den Heuvel","226,86","0,00","15","0,00",""
"172306","","2687","Kaphingst Online GmbH","Niederwettersche Straße 1","35094","Lahntal","Germany","DE814218512","18/08/2017","2/09/2017","70044537-150058-Beumers","98,28","3,00","15","0,00",""
"172307","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","1245313-Laurant","10,00","0,00","15","0,00",""
"172307","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","1245313-Laurant","110,00","0,00","15","0,00",""
"172308","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","1245314-Otten","181,83","0,00","15","0,00",""
"172308","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","1245314-Otten","10,00","0,00","15","0,00",""
"172309","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","18/08/2017","2/09/2017","best 14/08 - Van Hove","10,00","0,00","15","0,00",""
"172309","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","18/08/2017","2/09/2017","best 14/08 - Van Hove","226,86","0,00","15","0,00",""
"172309","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","18/08/2017","2/09/2017","best 14/08 - Van Hove","16,53","0,00","15","0,00",""
"172309","","6481","Bloeddrukmeterswebshop.nl - Rollator.shop - Healthcare","Maarssenbroeksedijk 65","3606 AG","Maarssen","Netherlands","NL856843180B01","18/08/2017","2/09/2017","best 14/08 - Van Hove","16,53","0,00","15","0,00",""
"172310","","2711","Hulpmiddelwereld - Dutch Webshop - DWC","Weerhuisweg 4","6226 NC","Maastricht","Netherlands","NL855272910B01","18/08/2017","2/09/2017","100040728-Van de Vossenberg","613,20","0,00","15","0,00",""
"172310","","2711","Hulpmiddelwereld - Dutch Webshop - DWC","Weerhuisweg 4","6226 NC","Maastricht","Netherlands","NL855272910B01","18/08/2017","2/09/2017","100040728-Van de Vossenberg","10,00","0,00","15","0,00",""
"172311","","2751","Medily - Seniorenwereld - Ravenstaete","Industrieweg-zuid 22-1","3958 VX","Amerongen","Netherlands","NL807294433B01","18/08/2017","2/09/2017","best 16/08","181,83","0,00","15","0,00",""
"172312","","5923","Thuiszorgwinkelxl - Wiener Shops","Kruisstraat 61","5612 CD","Eindhoven","Netherlands","NL142024648B02","18/08/2017","2/09/2017","20150613-Sadowski","181,83","0,00","15","0,00",""
"172312","","5923","Thuiszorgwinkelxl - Wiener Shops","Kruisstraat 61","5612 CD","Eindhoven","Netherlands","NL142024648B02","18/08/2017","2/09/2017","20150613-Sadowski","10,00","0,00","15","0,00",""
"172313","","2909","Comfortland","Roggeveenstraat 116","2518TT","s'Gravenhage","Netherlands","NL850638343B01","18/08/2017","2/09/2017","9527-Hinthem","47,85","0,00","15","0,00",""
"172313","","2909","Comfortland","Roggeveenstraat 116","2518TT","s'Gravenhage","Netherlands","NL850638343B01","18/08/2017","2/09/2017","9527-Hinthem","10,00","0,00","15","0,00",""
"172314","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","best 14/08","266,76","0,00","15","0,00",""
"172315","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","best 14/08-Hoogendijk","133,38","0,00","15","0,00",""
"172316","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","best 14/08-Dinius","10,00","0,00","15","0,00",""
"172316","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","18/08/2017","2/09/2017","best 14/08-Dinius","21,00","0,00","15","0,00",""
"172317","","2687","Kaphingst Online GmbH","Niederwettersche Straße 1","35094","Lahntal","Germany","DE814218512","18/08/2017","2/09/2017","70044508-149940-Duim","98,28","3,00","15","0,00",""
"172318","","2189","Thuiszorgwinkel hq Zorg en Farma","Ellermanstraat 74","2060","Antwerpen","Belgium","BE0400789251","18/08/2017","2/09/2017","best 16/08-TZW Mechelen","238,80","0,00","15","20,46",""
"172318","","2189","Thuiszorgwinkel hq Zorg en Farma","Ellermanstraat 74","2060","Antwerpen","Belgium","BE0400789251","18/08/2017","2/09/2017","best 16/08-TZW Mechelen","102,22","0,00","15","20,46",""
"172319","","0002","Thuiszorgwinkel hq West Vlaanderen NV","Brugsesteenweg 371","8800","Roeselare","Belgium","BE0860548465","18/08/2017","2/09/2017","205960-TZW Oostende","713,70","0,00","15","42,82",""
"172320","","0556","Medishop De Voorzorg Antwerpen","Sint Bernardsesteenweg 200","2000","Antwerpen","Belgium","BE0666630718","18/08/2017","2/09/2017","best 16/08 - Mechelen","382,80","0,00","15","23,62",""
"172320","","0556","Medishop De Voorzorg Antwerpen","Sint Bernardsesteenweg 200","2000","Antwerpen","Belgium","BE0666630718","18/08/2017","2/09/2017","best 16/08 - Mechelen","10,80","0,00","15","23,62",""
"172321","","0448","Thuiszorgwinkel hq Midden Vlaanderen CVBA","Industriepark 1","9052","Zwijnaarde","Belgium","BE0536323985","18/08/2017","2/09/2017","116706-TZW MVL","3,47","10,00","15","0,81",""
"172322","","1097","Medeios","Gaston Fabrelaan 50","2610","Wilrijk","Belgium","BE0839026640","18/08/2017","2/09/2017","1700749","382,80","0,00","15","53,64",""
"172322","","1097","Medeios","Gaston Fabrelaan 50","2610","Wilrijk","Belgium","BE0839026640","18/08/2017","2/09/2017","1700749","382,80","0,00","15","53,64",""
"172322","","1097","Medeios","Gaston Fabrelaan 50","2610","Wilrijk","Belgium","BE0839026640","18/08/2017","2/09/2017","1700749","58,80","0,00","15","53,64",""
"172322","","1097","Medeios","Gaston Fabrelaan 50","2610","Wilrijk","Belgium","BE0839026640","18/08/2017","2/09/2017","1700749","34,80","0,00","15","53,64",""
"172322","","1097","Medeios","Gaston Fabrelaan 50","2610","Wilrijk","Belgium","BE0839026640","18/08/2017","2/09/2017","1700749","34,80","0,00","15","53,64",""
"172323","","0012","Vigo NV hq","Biezeweg 13","9230","Wetteren","Belgium","BE0444471717","18/08/2017","17/10/2017","4500631347","102,22","0,00","60","6,13",""
"172324","","7371","Spaas Orthopedie","Huisveld 7","3930","Hamont-Achel","Belgium","BE0678960705","18/08/2017","17/09/2017","best16/08-Architectuur plus","191,40","0,00","30","11,48",""
"172325","","5634","Autonomie Sante Lyon - Louis","1 rue Louis","69003","Lyon","France","FR92434898201","18/08/2017","2/09/2017","905","551,85","10,00","15","0,00",""
"172326","","7373","Paradoc","49A rue Zénobe Gramme","4280","Hannut","Belgium","BE0674980933","18/08/2017","17/09/2017","cde 14/08","17,40","0,00","30","1,04",""
"172327","","1001","Leunen Orthopedie","Bisschoppenhoflaan 585","2100","Deurne","Belgium","BE0414492876","30/08/2017","14/09/2017","21701852","17,40","10,00","15","1,64",""
"172328","","0012","Vigo NV hq","Biezeweg 13","9230","Wetteren","Belgium","BE0444471717","30/08/2017","29/10/2017","4500631527","102,22","0,00","60","6,13",""
"172329","","2703","Beauty & Vitality Care - Rollatortotaal.nl","Industrieweg 154 D","5683 CG","Best","Netherlands","NL852331897B01","30/08/2017","14/09/2017","4316409000-Airo","226,86","0,00","15","0,00",""
"172329","","2703","Beauty & Vitality Care - Rollatortotaal.nl","Industrieweg 154 D","5683 CG","Best","Netherlands","NL852331897B01","30/08/2017","14/09/2017","4316409000-Airo","5,70","0,00","15","0,00",""
"172330","","6395","Ortho Consult Ronse bvba","Ovide Decrolylaan 31","9600","Ronse","Belgium","BE0842539228","30/08/2017","14/09/2017","best 17/08","102,22","0,00","15","7,82",""
"172330","","6395","Ortho Consult Ronse bvba","Ovide Decrolylaan 31","9600","Ronse","Belgium","BE0842539228","30/08/2017","14/09/2017","best 17/08","43,45","0,00","15","7,82",""
"172330","","6395","Ortho Consult Ronse bvba","Ovide Decrolylaan 31","9600","Ronse","Belgium","BE0842539228","30/08/2017","14/09/2017","best 17/08","-15,33","0,00","15","7,82",""
"172331","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","1245320-Dijkshoorn","10,00","0,00","15","0,00",""
"172331","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","1245320-Dijkshoorn","181,83","0,00","15","0,00",""
"172332","","3657","Thuiszorgwinkel hq Scherpenheuvel","Mannenberg 257","3272","Scherpenheuvel","Belgium","BE0462158775","30/08/2017","14/09/2017","best 18/08-Wendy-Renting","107,80","0,00","15","6,47",""
"172333","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500526405-LGO BR","17,69","0,00","15","1,06",""
"172334","","4890","Tomzorg B.V.","Rading 128","1231 KD","Loosdrecht","Netherlands","NL853891709B01","30/08/2017","14/09/2017","220025606-Tebbe","16,53","0,00","15","0,00",""
"172334","","4890","Tomzorg B.V.","Rading 128","1231 KD","Loosdrecht","Netherlands","NL853891709B01","30/08/2017","14/09/2017","220025606-Tebbe","16,53","0,00","15","0,00",""
"172334","","4890","Tomzorg B.V.","Rading 128","1231 KD","Loosdrecht","Netherlands","NL853891709B01","30/08/2017","14/09/2017","220025606-Tebbe","181,83","0,00","15","0,00",""
"172334","","4890","Tomzorg B.V.","Rading 128","1231 KD","Loosdrecht","Netherlands","NL853891709B01","30/08/2017","14/09/2017","220025606-Tebbe","10,00","0,00","15","0,00",""
"172335","","2174","Bastide Bourgoin","110 Rue Isaac Asimov
ZAC de la Maldiere","38300","Bourgoin Jallieu","France","FR61507835627","30/08/2017","14/09/2017","6541","15,82","10,00","15","0,00",""
"172336","","0488","Qualias hq Angleur Lambert","Route du Condroz 475","4031","Angleur","Belgium","BE0417114351","30/08/2017","14/09/2017","BC170816 - Volaris plateau","17,40","0,00","15","1,04",""
"172337","","1825","Bastide hq","12, Avenue de la Dame","30132","Caissargues","France","FR19305635039","30/08/2017","29/10/2017","4500781049-Gallargues-Rollz Motion","7605,34","0,00","60","0,00",""
"172338","","7389","Medicaplus Paris","201 rue Lafayette","75010","Paris","France","FR66399457464","30/08/2017","29/09/2017","cde 09/08","551,85","10,00","30","0,00",""
"172339","","0489","Medicalis","Avenue de la Station 56","4130","Esneux","Belgium","BE0812694110","30/08/2017","14/09/2017","cde 17/08","191,40","0,00","15","22,97",""
"172339","","0489","Medicalis","Avenue de la Station 56","4130","Esneux","Belgium","BE0812694110","30/08/2017","14/09/2017","cde 17/08","191,40","0,00","15","22,97",""
"172340","","5455","Sud Est Medical","2 Avenue Du Stade","04200","Sisteron","France","FR51392594321","30/08/2017","14/09/2017","4511","278,00","0,00","15","0,00",""
"172341","","3540","Luxmedical","10 allée André Maroselli","70300","Luxeuil Les Bains","France","FR41491344230","30/08/2017","14/09/2017","cde 16/08-Rousseau","17,40","10,00","15","0,00",""
"172342","","1696","Tousergo - Self Confort","7 Avenue Jean Perrin
Zac Ravennes les Francs","59910","Bondues","France","FR25504712894","30/08/2017","14/09/2017","9812","17,40","160,00","15","0,00",""
"172342","","1696","Tousergo - Self Confort","7 Avenue Jean Perrin
Zac Ravennes les Francs","59910","Bondues","France","FR25504712894","30/08/2017","14/09/2017","9812","52,20","160,00","15","0,00",""
"172342","","1696","Tousergo - Self Confort","7 Avenue Jean Perrin
Zac Ravennes les Francs","59910","Bondues","France","FR25504712894","30/08/2017","14/09/2017","9812","52,20","160,00","15","0,00",""
"172342","","1696","Tousergo - Self Confort","7 Avenue Jean Perrin
Zac Ravennes les Francs","59910","Bondues","France","FR25504712894","30/08/2017","14/09/2017","9812","1914,00","160,00","15","0,00",""
"172342","","1696","Tousergo - Self Confort","7 Avenue Jean Perrin
Zac Ravennes les Francs","59910","Bondues","France","FR25504712894","30/08/2017","14/09/2017","9812","305,10","160,00","15","0,00",""
"172343","","1143","Le Carre Medical Strasbourg","2, Rue Paul Rohmer","67200","Eckbolsheim","France","FR56440466183","30/08/2017","14/09/2017","53433-Strassbourg","181,83","0,00","15","0,00",""
"172343","","1143","Le Carre Medical Strasbourg","2, Rue Paul Rohmer","67200","Eckbolsheim","France","FR56440466183","30/08/2017","14/09/2017","53433-Strassbourg","113,40","0,00","15","0,00",""
"172343","","1143","Le Carre Medical Strasbourg","2, Rue Paul Rohmer","67200","Eckbolsheim","France","FR56440466183","30/08/2017","14/09/2017","53433-Strassbourg","181,83","0,00","15","0,00",""
"172344","","5654","Aide a l'autonomie","25 route de Pontoise","95100","ARGENTEUIL","France","FR40510097660","30/08/2017","14/09/2017","20170591","63,45","0,00","15","0,00",""
"172344","","5654","Aide a l'autonomie","25 route de Pontoise","95100","ARGENTEUIL","France","FR40510097660","30/08/2017","14/09/2017","20170591","92,50","0,00","15","0,00",""
"172344","","5654","Aide a l'autonomie","25 route de Pontoise","95100","ARGENTEUIL","France","FR40510097660","30/08/2017","14/09/2017","20170591","69,50","0,00","15","0,00",""
"172344","","5654","Aide a l'autonomie","25 route de Pontoise","95100","ARGENTEUIL","France","FR40510097660","30/08/2017","14/09/2017","20170591","154,96","0,00","15","0,00",""
"172344","","5654","Aide a l'autonomie","25 route de Pontoise","95100","ARGENTEUIL","France","FR40510097660","30/08/2017","14/09/2017","20170591","133,38","0,00","15","0,00",""
"172344","","5654","Aide a l'autonomie","25 route de Pontoise","95100","ARGENTEUIL","France","FR40510097660","30/08/2017","14/09/2017","20170591","226,86","0,00","15","0,00",""
"172345","","0476","CBAO Bruxelles SPRL - Cavellor","Rue Edith Cavell 143A","1180","Bruxelles","Belgium","BE0446393604","30/08/2017","14/09/2017","cde 10/08+17/08","350,90","0,00","15","31,58",""
"172345","","0476","CBAO Bruxelles SPRL - Cavellor","Rue Edith Cavell 143A","1180","Bruxelles","Belgium","BE0446393604","30/08/2017","14/09/2017","cde 10/08+17/08","175,45","0,00","15","31,58",""
"172346","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500526527","972,95","0,00","15","70,64",""
"172346","","0006","Tili - Escapo","Generaal De Wittelaan 4","2800","Mechelen","Belgium","BE0449707638","30/08/2017","14/09/2017","4500526527","204,44","0,00","15","70,64",""
"172347","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","bestelling Rob 21/8","16,53","0,00","15","0,00",""
"172347","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","bestelling Rob 21/8","266,76","0,00","15","0,00",""
"172348","","0624","OZ Shop Wilrijk HQ","Monseigneur Van Waeyenberghlaan 36","3000","Leuven","Belgium","BE0420367316","30/08/2017","14/09/2017","002-LEBE-2328/11664","191,40","0,00","15","11,48",""
"172349","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","1244394 - Rest","181,83","0,00","15","0,00",""
"172349","","3040","De Verkoopfabriek - uwRollator.nl","Veemarktkade 8","5222AE","?s-Hertogenbosch","Netherlands","NL850142283B01","30/08/2017","14/09/2017","1244394 - Rest","10,00","0,00","15","0,00",""
"172350","","2703","Beauty & Vitality Care - Rollatortotaal.nl","Industrieweg 154 D","5683 CG","Best","Netherlands","NL852331897B01","30/08/2017","14/09/2017","200000244 - Kramer - Janson","10,00","0,00","15","0,00",""
"172350","","2703","Beauty & Vitality Care - Rollatortotaal.nl","Industrieweg 154 D","5683 CG","Best","Netherlands","NL852331897B01","30/08/2017","14/09/2017","200000244 - Kramer - Janson","181,83","0,00","15","0,00",""
"172351","","0012","Vigo NV hq","Biezeweg 13","9230","Wetteren","Belgium","BE0444471717","30/08/2017","29/10/2017","4500631893","191,40","0,00","60","11,48",""
"172352","","6488","Hego-Mobile","Steenweg 140","3621","Rekem-Lanaken","Belgium","BE0646828860","30/08/2017","14/09/2017","bestelling 19/8 - Wim Weitjes","191,40","0,00","15","13,57",""
"172352","","6488","Hego-Mobile","Steenweg 140","3621","Rekem-Lanaken","Belgium","BE0646828860","30/08/2017","14/09/2017","bestelling 19/8 - Wim Weitjes","34,80","0,00","15","13,57",""
"172353","","2189","Thuiszorgwinkel hq Zorg en Farma","Ellermanstraat 74","2060","Antwerpen","Belgium","BE0400789251","30/08/2017","14/09/2017","TZW Heist op den Berg - bestelling 18/8 Anke","53,90","0,00","15","3,23",""
"172354","","6488","Hego-Mobile","Steenweg 140","3621","Rekem-Lanaken","Belgium","BE0646828860","30/08/2017","14/09/2017","bestelling 21/8","382,80","0,00","15","22,97",""
"172355","","3835","Medi3","Rue Profonde 52","1970","Wezembeek-Oppem","Belgium","BE0628890986","30/08/2017","14/09/2017","bestelling 22/8 Nadine","1690,70","0,00","15","101,44",""
"172356","","0786","Matton hq Orthopedie","De Pintelaan 207-209","9000","Gent","Belgium","BE0431435610","30/08/2017","14/09/2017","bestelling Isabelle Hoste 22/8","507,21","0,00","15","50,72",""
"172356","","0786","Matton hq Orthopedie","De Pintelaan 207-209","9000","Gent","Belgium","BE0431435610","30/08/2017","14/09/2017","bestelling Isabelle Hoste 22/8","338,14","0,00","15","50,72",""
"172357","","0448","Thuiszorgwinkel hq Midden Vlaanderen CVBA","Industriepark 1","9052","Zwijnaarde","Belgium","BE0536323985","30/08/2017","14/09/2017","116648-TZW MVL","1751,31","0,00","15","105,08",""
"172358","","0182","Aqtor NV - TOB","Herman Teirlinckstraat 15","9041","Oostakker","Belgium","BE0426419720","30/08/2017","29/10/2017","BL22485","1754,50","0,00","60","105,27",""
"172359","","5923","Thuiszorgwinkelxl - Wiener Shops","Kruisstraat 61","5612 CD","Eindhoven","Netherlands","NL142024648B02","30/08/2017","14/09/2017","bestelling 24/8","10,00","0,00","15","0,00",""
"172359","","5923","Thuiszorgwinkelxl - Wiener Shops","Kruisstraat 61","5612 CD","Eindhoven","Netherlands","NL142024648B02","30/08/2017","14/09/2017","bestelling 24/8","181,83","0,00","15","0,00",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","43,89","0,00","15","127,78",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","37,40","0,00","15","127,78",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","107,25","0,00","15","127,78",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","972,95","0,00","15","127,78",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","17,69","0,00","15","127,78",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","428,22","0,00","15","127,78",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","0,00","0,00","15","127,78",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","17,69","0,00","15","127,78",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","115,39","0,00","15","127,78",""
"172360","","0620","Thuiszorgwinkel hq Limburg","Gouverneur Roppesingel 75","3500","Hasselt","Belgium","BE0475153312","30/08/2017","14/09/2017","TZW Hasselt - bestelling Carine 23/8","389,18","0,00","15","127,78",""
"172361","","0002","Thuiszorgwinkel hq West Vlaanderen NV","Brugsesteenweg 371","8800","Roeselare","Belgium","BE0860548465","30/08/2017","14/09/2017","206130","17,69","10,00","15","1,66",""
