Actief;Id;Extern relatienummer;Naam;Voornaam;Contactpersoon;Straat en nummer;Postcode;Gemeente;Land;Klant;Boekingsrekening als klant;Leverancier;Boekingsrekening als leverancier;Venootschapsvorm;BTW-nummer;BTW plichtigheid;Bankrekeningnummer;BIC code;IBAN nummer;Munt;Vervaldagen;Vervaldatum type;Opmerkingen;Telefoon;Gsm;Fax;Email;Url;Zoekveld 1;Zoekveld 2;Taal;;;;;;;;;;
A;83;0;Qualias hq Luxembourg;;;Rue de la Moselle 7/9;6700;Arlon;BE;JA;700000;NEE;;;BE0459.217.301;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;208;0;Qualias hq Namur;;;RUE DU LOMBARD 8;5000;Beez;  ;JA;700000;NEE;;;BE0462.386.330;Belgische BTW-plichtige;;;;EUR;14;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;129;0;Qualias hq brussel - proximité Santé;;;rue Malibran 49;1050;Elsene;BE;JA;700000;NEE;;NP;BE0461.136.911;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;222;0;REVIMEX BVBA;;;MICHIELSPLEIN 13;3930;Achel;BE;JA;700000;NEE;;BVBA;BE0443.312.566;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;236;0;Rajapack;;;VRIJHEIDWEG 8;3700;Mal;  ;NEE;;JA;;NV;BE0432.683.445;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;7;0;Regionaal Ziekenhuis Jan Yperman Ieper;;;Briekestraat 12;8900;Ieper;BE;JA;;NEE;;NP;;Niet BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;120;0;Regionaal ziekenhuis Heilig hart leuven;;;Naamsestraat 105;3000;Leuven;BE;JA;700000;NEE;;NP;BE0412.939.886;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;180;0;Replacedirect;;;;;;  ;NEE;;JA;612320;NP;NL814583295B01;Intracommunautaire BTW-plichtige;;RABONL2U;NL39RABO0162353685;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;115;0;Residence Cerise Strasbourg;;;Rue Job 5;67100;Strasbourg;FR;NEE;;JA;613310;NP;;Intracommunautaire BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;178;0;Reva;;;"NOORDERLAAN,4 B38";1731;Zellik;BE;JA;700000;JA;615200;NP;BE0434.045.306;Belgische BTW-plichtige;;GEBABEBB;BE19210044596612;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;18;0;Rollz International;;;Pedro de Medinbalaan 63;1086;XP Amsterdam;NL;NEE;;JA;604000;BV;NL822307650B01;Intracommunautaire BTW-plichtige;;;;EUR;30;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;224;0;SAINTE PHARMA;;;7 PL JOSEPH KOSMA;42000;;FR;JA;700100;NEE;;;FR08509460036;Intracommunautaire BTW-plichtige;;;;EUR;30;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;186;0;SCHOOFS ORTHOPEDIE;;;BRUGSTRAAT 57;2300;Turnhout;  ;JA;700000;NEE;;NP;BE0438.477.216;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;158;0;SOCIETE MONTAGE BARASCUD;;;"ZAE DU MIJOULAN,2 TRA DE LA FOSSE,34680 SAINT GEORGES D ORQUES ";34680;Saint Georges;FR;JA;700100;NEE;;;FR08383003852;Intracommunautaire BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;202;0;SOS MAD;;;"ZI DE TOULON EST,177 RUE LEO LAGRANGE,  ";83130;LA GARDE;FR;JA;;JA;700100;;FR83447828880;Intracommunautaire BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;281;0;Sabi;;;Helsebakken 5;2900;Hellerup;  ;NEE;;JA;604000;NP;DK35108408;Intracommunautaire BTW-plichtige;;;;EUR;30;na factuur datum;;;;;;;;;2;;;;;;;;;;
A;139;0;Salesforce.com;;;;;;  ;NEE;;JA;612330;NP;;Intracommunautaire BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;328;0;Salon Autonomic paris;;;;;;  ;NEE;;JA;615200;NP;;Intracommunautaire BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;167;0;Sesame;;;65 Avenue Villars;59300;Valenciennes;FR;JA;700100;NEE;;NP;FR26738800440;Intracommunautaire BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;31;0;Singulier Pluriel ;;;Rue Comhaire 180;4000;Liège;BE;NEE;;JA;615200;BVBA;BE0467.598.297;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;98;0;Sodimed;;;HAUTS SARTS 4E AV 166;4040;Herstal;BE;JA;700000;NEE;;NP;BE0419.212.224;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;99;0;Solival - Lambert;;;Route du Condroz 475;4031;Angleur;BE;JA;700000;NEE;;NV;BE0417.114.351;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;310;0;Spronken Orthopedie;;;TRANSPORTLAAN 9;3600;Genk;  ;JA;700000;NEE;;NP;BE0419.238.552;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;255;0;Stad Kortrijk;;;;;;  ;NEE;;JA;643000;NP;;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;138;0;Stad Lokeren;;;;;;  ;NEE;;JA;640000;NP;;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;136;0;Swissötel Dusseldorf/Neuss;;;;;;  ;NEE;;JA;613310;NP;;Intracommunautaire BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;195;0;TNT POST PAKKETSERVICE BELGIE;;;LEUVENSESTEENWEG 775;1140;Evere;  ;NEE;;JA;613300;NP;BE0862.743.833;Belgische BTW-plichtige;;;;EUR;30;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;51;0;TOB TECHNISCHE ORTHOPEDIE Orthoshop;;;Herman Teirlinckstraat 15;9041;Oostakker;BE;JA;700000;NEE;;NV;BE0426.419.720;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;263;0;TOP MEDIC;;;RUE DES 4 ARBRES(LU) 71;5170;Lesve;BE;JA;700000;NEE;;NP;BE0479.236.715;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;152;0;TOUSSAINT;;;RUE DE MONTIGNY 23;6000;Charleroi;  ;JA;700000;NEE;;NP;BE0416.731.202;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;256;0;"TRAVELJIGSAW, RENTALCARS.COM";;;"SUNLIGHT HOUSE,QUAY STREET,MANCHESTER,,,M3 3JZ";M2 3NQ;Manchester;GB;NEE;;JA;613310;Ltd;GB855349007;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;15;0;Telenet;;;Liersesteenweg 4;2800;Mechelen;BE;NEE;;JA;612100;NV;BE0473.416.418;Belgische BTW-plichtige;;KREDBEBB;BE11405050461148;EUR;30;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;266;0;Thiery Medical;;;"ZONE INDUSTRIELLE BARONNIE,73330 LE PONT DE BEAUVOISIN ";;;  ;JA;;NEE;;NP;FR26434743076;Intracommunautaire BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;189;0;Thuiszorgwinkel Boortmeerbeek;;;Leuvensesteenweg 290;3190;Boortmeerbeek;BE;JA;700000;NEE;;NP;BE0462.158.775;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;200;0;Thuiszorgwinkel Linter;;;Sint Truidensesteenweg 5;3350;Linter;BE;JA;700000;NEE;;NP;BE0462.158.775;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;42;0;Thuiszorgwinkel NV;;;Legeweg 154;8200;Sint-Andries;BE;JA;;NEE;;NV;BE0860.548.465;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;191;0;Thuiszorgwinkel Sint Joris Winge;;;Leuvensesteenweg 204;3390;Sint-Joris-Winge;BE;JA;700000;NEE;;NP;BE0462.158.775;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;242;0;Thuiszorgwinkel ZORG & FARMA;;;ELLERMANSTRAAT 74;2060;Antwerpen;BE;JA;700000;NEE;;NP;BE0400.789.251;Belgische BTW-plichtige;;;;EUR;14;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;8;0;Thuiszorgwinkel hq Antwerpen;;;Turnhoutsebaan 363;2110;Wijnegem;BE;JA;700000;NEE;;CVBA;BE0885.730.061;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;11;0;Thuiszorgwinkel hq Brussel Halle Vilvoorde;;;Wilgenlaan 1;1861;Wolvertem;BE;JA;700000;NEE;;NP;BE0410.149.454;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;9;0;Thuiszorgwinkel hq Leuven;;;KONING LEOPOLD I-STR 34;3000;Leuven;BE;JA;700000;NEE;;NP;BE0462.158.775;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;143;0;Thuiszorgwinkel hq Limburg;;;Gouverneur Roppesingel 75;3500;Hasselt;  ;JA;700000;NEE;;CVBA;BE0475.153.312;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;52;0;Thuiszorgwinkel hq Mechelen;;;Antwerpsesteenweg 259;2800;Mechelen;BE;JA;700000;NEE;;CVBA;BE0479.249.680;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;49;0;Thuiszorgwinkel hq Midden Vlaanderen CVBA;;;Industriepark 1;9052;Zwijnaarde;BE;JA;700000;NEE;;CVBA;BE0536.323.985;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;90;0;Thuiszorgwinkel hq Turnhout;;;Patersstraat 85;2300;Turnhout;BE;JA;700000;NEE;;CVBA;BE0407.827.392;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;14;0;Thuiszorgwinkel hq Waas en Dender;;;Grote Markt 37;9100;Sint-Niklaas;BE;JA;700000;NEE;;NP;BE0405.080.116;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;69;0;Thuiszorgwinkel hq West Vlaanderen;;;Brugsesteenweg 371;8800;Beveren (Roeselare);BE;JA;700000;NEE;;NP;BE0860.548.465;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;251;0;Titeca - Zorgvooru;;;KERKSTRAAT 380;8370;Uitkerke;  ;JA;700000;NEE;;NP;BE0886.489.730;Belgische BTW-plichtige;;;;EUR;14;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;94;0;Tordep;;;Iepersestraat 498;8800;Beveren (Roeselare);BE;JA;700000;NEE;;NV;BE0450.255.093;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;188;0;Tousergo SARL SELF CONFORT;;;"93 RUE D AMSTERDAM,59910 BONDUES ";;;  ;JA;700100;NEE;;NP;FR25504712894;Intracommunautaire BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;154;0;Trionic Sverige AB;;;"SEMINARIEGATAN 29 ,752 28 UPPSALA";;;  ;NEE;;JA;604000;NP;SE556698152701;Intracommunautaire BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;19;0;Trust Care;;;Vikingaplan 1;21618;Malmo;SE;NEE;;JA;604000;NP;SE556607195601;Intracommunautaire BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;313;0;Tuto-Modo;;;",RECTOR DURYSTRAAT 00006,6374DX LANDGRAAF,";;;  ;JA;700400;NEE;;NP;NL852221551B01;BTW-plichtige buiten EU;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;177;0;Tweedehands.be;;;;;;  ;NEE;;JA;614000;NP;;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;237;0;UNIVERSITAIR CENTRUM SINT-JOZEF;;;LEUVENSESTEENWEG 517;3070;Kortenberg;  ;JA;700000;NEE;;NP;BE0419.501.145;Belgische BTW-plichtige;;;;EUR;14;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;62;0;Uitgeverij AEB ;;;Schuttersboomstraat 5;3900;Overpelt;BE;NEE;;JA;614000;BVBA;BE0423.144.781;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;109;0;United Parcel Service;;;Woluwelaan 156;1831;Diegem;BE;NEE;;JA;613300;NP;BE0428.759.497;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;283;0;VAN DE VELDE-DE BRUYCKER;;;ZELEBAAN 106;9160;Daknam;  ;NEE;;JA;;NP;BE0425.761.902;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;131;0;VAN ERWEGEN MARC;;;HERENTALSEBAAN 204;2160;Wommelgem;  ;NEE;;JA;611211;NP;BE0703.534.763;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;284;0;VAN WAMBEKE ANTOON;;;BRAAMBESSENSTRAAT 0027;1700;Dilbeek;FR;NEE;;JA;;NP;BE0748.172.480;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;162;0;VANDEN BORRE;;;SLESBROEKSTRAAT 101;1600;Oudenaken;  ;NEE;;JA;230000;NP;BE0412.723.419;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;101;0;VF-Medicals;;;Mgr. Van Waeyenberghlaan 36;3000;Leuven;BE;JA;700000;NEE;;NV;BE0420.367.316;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;32;0;VGD;;;Burg E Demunterlaan 5;1090;Jette;BE;NEE;;JA;613210;CVBA;BE0875.430.542;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;173;0;VS MEDICAL;;;RUE GRANDE 25;7370;Dour;  ;JA;700000;NEE;;NP;BE0810.247.334;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;67;0;Van Daele Gauthier - onkosten;;;Hillarestraat 20;9160;Lokeren;BE;NEE;;JA;614300;NP;;Particulier Belgie;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;134;0;Van Dag ;Johan;;Schoolstraat ;9160;Lokeren;BE;JA;;NEE;;NP;;Niet BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;103;0;Van Der Linden Dokter;;;Koninging Fabiolalaan 6;9000;Gent;BE;JA;700000;NEE;;NP;;Niet BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;128;0;Van Himbeeck;;;Belgiëlei 171;2018;Antwerpen;BE;JA;700000;NEE;;BVBA;BE0425.744.678;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;253;0;Van Lul sprl - Medical Diffusion;;;AVENUE DE TERVUEREN 36-38 31;1040;Etterbeek;  ;JA;700000;NEE;;NP;BE0450.082.374;Belgische BTW-plichtige;;;;EUR;14;na factuur datum;;;;;;;;;1;;;;;;;;;;
A;288;0;Van Reeth Orthopedie;;;LEPELSTRAAT 62;3920;Lommel;  ;JA;;NEE;;NP;BE0460.341.511;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;59;0;Van Winkel;;;Oeverstraat 3;9160;Lokeren;BE;NEE;;JA;611221;NP;BE0413.637.593;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;13;0;Vanderheyden;Lodewijk;;Moorsebaan 67;9300;Aalst;BE;JA;700000;NEE;;NP;;Niet BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;298;0;Vermuyten;Anne-Lise;;Stationstraat 105;1840;Londerzeel;BE;JA;700000;NEE;;NP;;Particulier Belgie;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;133;0;Verzekeringen;;;;;;  ;NEE;;JA;613110;NP;;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;44;0;Vigo ;;;Biezeweg 13;9230;Wetteren;BE;JA;700000;NEE;;NV;BE0444.471.717;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;23;0;Viking Direct;;;Schoonmansveld 28;2870;Puurs;BE;NEE;;JA;612320;BVBA;BE0472.369.115;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;306;0;Visio M C;;;STEENWINKELSTRAAT 460;2627;Schelle;  ;JA;700100;NEE;;NP;BE0865.645.816;Belgische BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;282;0;Vitility;;;PO BOX 3176;5003 DD;Tilburg;NL;NEE;;JA;604000;NP;NL806491188B01;Intracommunautaire BTW-plichtige;;;;EUR;30;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;132;0;Vlaamse Belastingdienst;;;;;;  ;NEE;;JA;640200;NP;;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;107;0;Vlaamse Parkinson Liga;;;;;;  ;NEE;;JA;614000;NP;;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;323;0;Vlaamse actieve senioren;;;;;;  ;NEE;;JA;;NP;BE0412.714.610;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;34;0;Volwassenenonderwijs waas en durme;;;Durmelaan 34a;9160;Lokeren;BE;NEE;;JA;615020;NP;;Niet BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;274;0;WA Trading;;;Postbus 6071;4000HB;Tiel;NL;JA;;JA;700100;NP;NL168151157B01;Intracommunautaire BTW-plichtige;;;;EUR;15;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;102;0;WERKEN GLORIEUX;;;ST. M. GLORIEUXLAAN 55;9600;Ronse;BE;JA;700000;NEE;;VZW;BE0424.380.938;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;5;0;WZC Molenstee Kampenhout;Van Ingelgom;;Gemeenteplein 1;1910;Kampenhout;BE;JA;700000;NEE;;NP;;Niet BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;322;0;Wowart;;;MARETAK 205;9250;Waasmunster;  ;NEE;;JA;;NP;BE0849.336.156;Belgische BTW-plichtige;;;;EUR;0;na factuur datum;;;;;;;;;0;;;;;;;;;;
A;27;0;Zenito;;;Spastraat 8;1000;Brussel;BE;NEE;;JA;624000;NP;;Niet BTW-plichtige;;KREDBEBB;BE56435410980188;EUR;60;na factuur datum;;;;;;;;;0;;;;;;;;;;
